210,@qnafess menurutku termasuk nikah muda sih:(
211,@dmenfess gw pengen nikah muda
212,dor! kalo nikah umur 20th itu termasuk nikah muda ga?
213,[qna] nikah umur 20th termasuk nikah muda bukan si?
214,"sekali nya dpt yg serius lgsg ngajak nikah -_-
bukannya nolak jodoh, tp bnr2 banyak belajar dari tmn2 yg udh nikah muda dan gagal. 
karna gua selalu memimpikan pernikahan sekali seumur hidup"
215,@nadhilaheka nikah muda? udah tua kali 😂
216,"dan alesan itu lah yang buat gue untuk gamau punya anak dan kurang respect juga sama orang yang nikah muda tanpa persiapan matang jangka panjang. kasian anak anak lo entar, dan nnti kemungkinan besar lu lu bakal jadi orang tua yang banyak nuntut anak dan jadiin mereka sapi perah."
217,"@abemawa @syielaputri ☝️☝️☝️☝️☝️☝️
salah satu alasan saya ingin nikah muda."
218,"@tyashidayanti3 mental siap tidak, udah mateng apa blm, ngelatih itu dulu baru ke jenjang pernikahan 😁 etapi nikah muda enak si,mending buru2 mb"
219,"@amyranadyaa @theirlibb tips nye senang je, nikah muda sure after that gemuk."
220,mau nikah muda rasanya 😏
221,@miyooniee nikah muda?
222,"beberapa temen cerita klo dia pengen nikah secepatnya sm pacarnya,terlepas dari masalah umur yg msh terlalu muda(buat gue),belum kerja bahkan kuliah aja belum selesai adalah kenapa mereka bisa seyakin itu klo “he’s the one”?"
223,"aku dipapatahan sama dia, aneh sih tp gpp lah trs aku jwb aja ""wah bnr sih apalagi aku anaknya seneng main, pengen mendaki kesana kemari, emg pengen nikmatin masa muda dulu, untung mama aku ngelarang aku nikah muda"", dalem hati ""untung gjd sm 2org itu (yg prnh ngajak nikah) ehehe"
224,airin kenapa cocok banget sih jadi mamah muda yang nikah sama duda anak 1
225,"@ahsuudahlaah lho... banyak tau :""(
apa lagi di tubirfess :""(
terus dengan sengaknya bilang ""liat tuh kakek kakek dengan pedofilnya mau nikahin anak muda""

itu masuknya juga pedofil? kakek umur 60an ngajak nikah umur 20an?

terus kemarin liat juga -c"
226,"postingan @indrabp_18 , selama perjalanan kita membahas keresahan anak muda dari nikah muda, ekonomi sampai dunia maya. https://t.co/m014ijua2c"
227,"terus katanya 🧞 ""aku nyesel pisan nikah, masih pengen main kesana kemari tapi susah sekarang mah karna punya anak apalagi anakku pake asi, makin susah kemamana, ke wc aja kadang susah karna dia nangis, km klo punya anak jgn pake asi, pokoknya mending nikmatin dulu masa muda"""
228,"tmn aku yg umurnya 2 tahun lebih muda udah nikah dan bilang 🧞""jangan nikah cuma karna cinta""
🧝""terus karna apa?""
🧞""segalanya harus dipikirin, duit, iya cinta juga"""
229,"“heh”
“sirik aja dasar jomlol”
“kenapa eo? 🤧”
“aku pengen makan riche*se”
“pengen nikah muda”
“gak usah lucu lucu eo nanti cuma di jadiin temen. 🤡”
“sana sama si crai” apaan
“yaudah gak usah inget-inget mangtan 🤧”
“bungbung”
*buceen*
*buceen*
*buceen* https://t.co/b3ynevp8t0"
230,@sedotansosro nikah kali ah muda
231,@prettbeard dikira nikah muda aja
232,"niat nak nikah muda tu memang ada. since dah kerja, susahnya nak kumpul duit nak kawen. komitmen bulanan, family memerlukan, so senang cite memang belum stable.

sebabtu, masih single. 

yakin jelah yang jodoh tu sampai, pada waktu yang tepat. inshaallah."
233,"ga habis pikir sm yg ngomong “knp ga nikah muda aja? kan lebih enak jadi ada yg ngurusin, masakin, beres2 rumah, dll”. duile. situ bayar aja pembantu, gausa kawin. yg gini ini, biasanya bikin retak rumah tangga, lempar2an pekerjaan rumah. nikah kok gara2 pengen dilayani, aneh."
234,adaa lagi yg bolak balik merencanakan nikah muda but always failed.. berganti pasangan and failed lagi.. sampai akhirnya menemukan pasangan nikah yg sesungguhnya.. ini medium sad and hard.. karena buat mengulang2 proses dg pasangan berbeda utk mnikah ith tidak mudah
235,"yang aku suka disini, si alffy itu sosok kreatif yg selalu ngeluarin ide gilanya dia sangat yakin dengan idealismenya ini memotivasi sih apalagi buat kita yg lagi ambis ambis ngejar mimpi dan selebihnya memotivasi kita buat cepet nikah muda sih wkwkwkwkw gaklah -:-"
236,"@18autobase sama nder :(, mau nikah muda ajh jodohnya belum ketemu -_-"
237,ada juga yg akhirnya menikah muda karena sudah mendapatkan calon yg mapan plus dasarnya emanh keluarga berkecukupan.. this story may be a best kisah nikah muda yg aku lihat.. dan itu rejeki emanh keliatan bahagia selalu ehehe
238,ada juga yg nikah muda karena hijrah.. menjaga diri dari dosa.. dan yaah meski awal2nya tetap ada masalah karena crash dgn kepribadian masing2 yg belum mereka pahami. but karena pegangan kuat itu mereka tetap bersama dan bangkit.. jangan tanya cobaannya banyak sekali
239,ada lagi yg nikah muda karena merasa cukup dan menemukan calon yg sesuai secara finansial .. but afte on year terlihat tidak bahagia dg status status menyakitkannya
240,ada yg nikah muda karena bucin sama pacar sedari sekolah.. udah ada anak tapi ditinggal suami.. thats really sad stpry sih.. and aku turut berdoa biar selalu diberi kekuatan dan kebahagiaan
241,ketika kita baper berdua gegara temen kita nikah muda semua 😂😂 https://t.co/afzsr3m9uv
242,"liat snap wa temen, langsung mikir “gua gamau nikah muda😭” pikirkan matang-matang gaes☹️."
243,@rockygerung karna garong paling muda sendiri... lainya dah nikah 😀😀😀
244,"alasan seseorang menikah muda? — bisa jadi, nikah muda adalah cita-cita yang sudah ia persiapkan sejak lama. udah lama bebenah diri, nyiapin ilmu-ilmunya, juga hati yang ikhlas menerima seseorang yang baru untuk hidup bersama dengannya setiap hari.
ada … https://t.co/46n4ioiuuy"
245,"@askfess nikah muda dikatain bunting, nikah lama dibilang ga laku2"
246,"bukannya gamau nerima papa krn sakitnya. tp papa sendiri bilang,""saya kasian kl kamu nikah sm saya. nanti kamu harus urusin saya yg sakit2an sementara kamu masih muda"" 😭"
247,saya tanya sekali lagi. kenapa sih kalian pada hobby banget nikah muda? kalian gabut ya?
248,@poshpenez gmw nikah aku msh muda
249,"hari ini merelakan keinginan pergi ke prau dari sekian lama untuk ke lamaran temen. haha, seneng bangeeeeet. emang ya kalo udah ada niatan mau nikah muda pasti bakal didekatkan sama jodoh 😊 https://t.co/qtypujhpou"
250,yang selalu pen nikah muda jadi takut buat nikah anjir
251,"sebagian besar ibu muda niatnya nikah muda punya anak terus jadi ""hot mommy"" kalo saya sih pengen jadi ibu yg berperan besar ngerawat anak biar jadi anak yg terdidik 😊"
252,"pengen nikah muda 😑tapi uda tua, gmna dong"
253,nikah muda tu gimna si?
254,@rshnvl @bernardika mungkin mereka nikah muda vel. positif saja :)
255,jadi2 rata2 di keluarganya dia nikah muda 🤣🤣 mumpung ex calon keluarga ya 🤣🤣
256,"dan itu melalui perjalana, dari mulai muda nikah punya anak 1,2,3 dst hingga saat ini"
257,"@tanyarlsub suka haha halu nya nikah muda, pasangannya lelaki yang sholehah yg membawa ku ke jalan syurgaaa :v"
258,@adelaadrst inget atuh naflah .... jd ngga nikah muda teh?
259,"gua nyaman banget jomblo, tapi pengen nikah muda"
260,"@agumrstu hijrah iyaa, kalo nikah muda enggak gum wkwkwk, soalnya rata rata 25 26 masi pada belom nikah teteh tetehku tuh"
261,"@tanyarlsub nikah muda:"""
262,aku sedih wkt km melajang bentar lagi. bentar lg km mau nikah. aku sedih krn sadar kita udah tua. aku mellow bgt. tp aku bahagia akhirnya km bs bersama dlm ikatan yg halal dgn pria terbaikmu. smga ijal bs jd jodoh dunia akhiratmu. aku kgn masa muda kita tir @tiray__ 😢 lovyou❤
263,zonasi membuatq ingin nikah muda😇✊
264,"sungjae itu suka sama anak-anak, dan dia pingin nikah muda. tapi karena kesibukannya maka itu akan sulit."
265,"udah nentuin lima tahun kedepan mau apa, sekarang masih males-malesan aja kerjaannya 😬
nggak sekuat tekad temen yang berani dari nikah muda sampe buka usaha sendiri di umur segini."
266,"terus umur 19an sampe 20 yang ada dipikiran cuman nikah muda haha. kaya enak gitu nikah muda, alasanya selalu “biar ga kejauhan jaraknya sama anak”. egois"
267,suka heran sama orang yg umurnya masih muda tapi berani nikah. itu jodohnya yg dateng kecepetan. apa jodoh gua yg datengnya kelamaan yak😂
268,@babysharkzzzz @askmenfess banyak teman yang nikah muda.  bingung kalau mau bawa amplop berapa isinya wkwkw
269,salah satu hal yg bikin ngga mau nikah muda adalah karena takut iman gue belum cukup kuat untuk sabar dalam mendidik dan merawat anak
270,nih yg pada likein postan nikah muda gue unfollow nih!!!! emosi
271,@dkatianda44 semangat atuh kataanya kan mau nikah muda wokwok
272,"doun mainnya sama minhwan loh.  ntar kalo doun nikah duluan, aku ga kaget.  apalagi kalo doun jadi papa duluan.  gemes bayanginnya jadinya bayik punya bayik. tebarkan pesonamu doun. ayo jadi papa muda.  hahahahha. https://t.co/8hhdkwyfho"
273,"@cendikadh kalo aku, gemes sama ukhti2 yang gembar gembor/kode kode nikah muda, pamer udah bisa masak dengan embel embel nikah muda dan hal hal ajakan nikah mudanya 🙃🙃🙃🙃"
274,orang orang yg katanya hijrah trus nikah muda itu nabungnya dari tk kali yaaa
275,"jadi, klo nggk sama yg lebih muda, yaaa sama yg udah lama nikah sklian, disamping ilmunya lebih dapat, bawaannya juga lebih enjoy.. yaaa mgkin yg tadi efek baru anget-angetnya kali yaa.. ye kaaan....
sejauh ini itu sih yg bisa diambil kesimpulannya"
276,@denayuhappy anti nikah muda ya karena jomblo
277,@varis_pratama soalnya dia nikah muda sm jari manis
278,"kenapa umur selalu di kaitkan dengan pernikahan, jangan menikah karna umur, menikahlah karna udah siap, percuma kalau nikah muda ujung2 nya ga bahagia, ah sedih kadang klau, bahas ini, kenapa gada yang sependapat sih, pliss 😔 https://t.co/ocnsgsxgcb"
279,"abang sepupu w nikah dan resepsinya lucu pas mau jalan ke pelaminan pake lagu a whole new world ampe merinding😭👍

ngeliat dia nikah knp w jadi pengen nikah juga ya tapi nga mao nikah muda. eh ralat, resepsinya doang."
280,@sitkafjr nah gini kek aku wktu jd kpps ada yg lucu eh taunya udh pake cincin nikah muda ceunah say:)
281,"ya sayang, sy tdk setuju nikah muda krn sy gak bisa hidup susah. gak bisa ngorbanin uang makeup buat beli susu anak."
282,yang pada nikah muda tuh emng bermain tic tac toe dan bermain papan udh pada tamat yah? kok bisa2nya nikah muda. hehehe
283,@endahsetyaan luar biasa mereka membahas promosian nikah muda terosss
284,"sedikit petuah dari abang bengkel sore hari,,,,
""jaman sekarang mendingan nikah muda, umur (manusia) sudah ga ada yang panjang lagi. neng, klo belum nikah mending buruan nikah dah, keburu mati neng""
apakah ini modus baru untuk melamar seseorang?"
285,ngomongnya pengen nikah muda. tapi ngerjain tugas kuliah aja males2an wkwkw
286,kok lagi banyak yang nikah muda... apa aku aja yang ngga sadar mengenai usia 😶
287,@yusaatmaja ga nikah muda juga ka? wkwk
288,kenapa sih kalian tuh hobby banget pada nikah muda?
289,kalo menurutnya lebih milih nikah muda ya gpp juga .. itu hak mereka.
290,apakah aku iri ?? jelas tidaklah.. bagiku menikah bukan hal sama ketika pacaran lagi. tapi kok mereka yg notabene lebih muda dari aku malah sering promosiin nikah muda. apa takut ga laku atau gimana?
291,"kok promosikan nikah muda terus, knp gak promosiin olshopnya atau promosiin yang lainnya ??"
292,seberapa banyak temanmu yang sering mempromosikan nikah muda ?? kurasa mereka memiliki tingkat halu yang tinggi akan menikah muda dan bahagia.
293,"bosen ih denger narasi macem ini,
""mbak x belum nikah ya? padahal udah umur segitu lho.""
""iya, kasian ya. padahal cantik, waktu muda kebanyakan milih-milih sih.""

cem betoool aja ngmgnya. dih."
294,"bukan gamau nikah, ya cuma gua masih pengen aja menikmati masa2 muda gua yang blm tentu setelah nikah gua masih bisa rasain."
295,"kasus nikah muda dan berakhir diusia pernikahan muda banyak bgt. kenapa ya, ga cocok apa emang labil aja ya."
296,@kwooshln @eunsangir huhuuu kan mau nikah muda ma
297,@nadyanoor00 @armandioalif labu harus dididik buat mengutamakan karir biar dia nggak kemakan dakwah nikah muda
298,diumur di20thn udah ada niatan pengen nikah muda tapi sayang kaga ada calonnya;(((((((
299,@jinhyukir @kwooshln aku mau nikah muda
300,"pas tau ada temen bilang kalo mau pulang ke rumah, 
""ngapain? meh nikah?""
""kok nikah?""
""kan sekarang lagi musim nikah muda""
""bukan nikah muda atau musim nikah, emang umur kita aja yang udh saatnya nikah""
""oh. ngarang""
-_-"
301,banyak ya pejuang nikah muda sekarang
302,@mjca5307 nikah muda sgt..lelaki patut nikah 30thun
303,"gania ini dream bae banget. pas muda keren, udah nikah adem bener diliatnya."
304,"@nardbearnd @askfess rumah tangga ya nder wkwk, selagi masih muda nikmatin dlu nder ya walaupun tmn2 udh pada nikah ya kan"
305,"itu yang nikah muda nabung nya dari orok apa gimana sih ko bisa???

serius nanya sumpah jawab cepet jangan lelet awas aja lu kalo lelet!"
306,yunseong ak siap nikah muda https://t.co/auxkuxqizv
307,"yakin nih mau nikah muda? yakin dah siap mental dan semuanya? ""belum, tapi pacaran kan...."" yaudah gakusah pacaran..."
308,"temen saya, bapaknya nikah lagi, sama yang seumuran temen saya, lebih muda 2th katany

dia marah marah curhat ke saya “anjenglah. mana cakep lagi! masa gua kalah sama bapak gua!! trs entar pas ngumpul keluarga masa manggilnya dek, kan aneh tailah” 

saya ketawa puas 😂😂😂😂"
309,baru slesai baca webtoon young mom. ternyata gua masih labil sama posesif kaya lani. ga pantes nikah muda ...
310,@dumplingkisses terlalu muda.. ternyata stlh nikah expected sm realitynya beda jauh...
311,"@rockygerung klu ada yg sdh nikah muda disini, gue cuman mau bilang ""ku tunggu jandamu"" 🤣🤸🏻‍♂️"
312,"@mhrndewiut_ (((aowkwowkwokwowkwk)))

gapapa, masih muda gausah kesusu nikah. tapi kalo kesusu ya gapapa ding"
313,"senior pada nikah
teman isip pada lamaran

ini lagi musim nikah atau memang trend nikah usia muda sekarang?"
314,"ngebayangi member ikon nikah,trs istrinya jg kocak trs anaknya jg kocak,awet muda ni keluarga😆"
315,"@shoutout3sub [ line ]

rachel.
: hah. udah mau nikah?
: nikah muda nih seriusan??!!!!
: you look so beautiful in white - westlife
: jangan lupa undangannya ya bos."
316,"@askfess gapapa puas2in aja dulu nder kalo udah nikah diri kita, waktu, dll bukan milik kita lagi, semua akan berbagi dan berikan kpd suami. puas2in masa muda kumpulin bekal/tabungan utk nanti"
317,alhamdulillahe circle ku dolan dan sekolah jarang sekali yg nikah muda. jadi terselamatkanlah aku dari ngado dan nyumbang yg masih ngatung duit sama ibune ini.
318,"sedikit cerita punya temen seorang exol dah nikah dan lg hamil muda. trs pas kutanya ‘suami tau suka kpop’ ‘tau’ ‘dilarangkah?’ ‘gak, soalnya dia suka anime’

basically, dia dan suami sama2 besar dilingkungan agama. bahkan suaminya s2 di timur tengah sana dan tidak judgemental🙏 https://t.co/rouilwxi6r"
319,"@kajoltavia hahaha mau masuk surga??? fikir2 dulu deh... kamu kan belum nikah, masih muda dan cantik juga😂✌️"
320,"chaeno restaurant merupakan salah satu restoran yang menyediakan hidangan serba 'mie' yang banyak disukai masyarakat disemua kalangan. restoran ini didirikan oleh pasangan muda lino dan chaewon sejak tadi, dengan alasan untuk tambahan modal nikah mereka."
321,"cfd bawa bocah, ditegor bapak&amp;ibu2

👨🏻“nikah muda mba? udah telaten banget ngurus anaknya”
🧕🏻 “masih 20an ya? badan nya masih cakep mba”
👨🏻 “iya bu masih muda masih gesit liat aja makanan anaknya”

iya gue masak sarapan dan bawa bekel buat bocah"
322,"@sghiu21 nikah muda lah,kira kira umur 5 tahun dah nikah"
323,"temen seumuran rata rata udah pada nikah...
iya memang belum waktunya nikah kok dan tidak ditakdirkan nikah muda..."
324,"@kangenluhan iya jadi cewe dia itu hamidun jadi nikah gitu deh:""""(((( sedih banget akutuh. padahal dia masih muda banget masih 22 deh kayanya, udah jadi bapak aja:("
325,"kalo soal hormat menghormati, karakter ini bisa kelihatan kok sebenernya sebelum nikah juga. makanya jangan ngebet nikah muda perkara tren, kenali dgn baik calon kamu. kalo ada potensi clash soal karakter macem gini, ataupun soal karakter lainnya yang fatal, ya jangan dinikahin."
326,@nalurids penurus pekre junior harus pengikuti pergerakannya yaudah nikah muda lu wkwkw
327,@suzynuna nikah muda dong unnie?
328,"punya pasangan, karier sama-sama melejit, tapi sama-sama belum kepikiran nikah. ya nggakpapa. salahnya dimana???

punya pasangan, karier sama-sama merintis, sama-sama pingin nikah muda. ya nggakpapa juga. apa yang salah???

yg penting mah sama-sama."
329,"lagi, nikah muda.

nikah diusia muda dengan segundang pencapaian, boleh.
nikah diusia muda dengan pencapaian yang sedang diusahakan, juga nggak salah.

nikah usia matang, bagus.
nikah usia tua, nggak masalah.

rejeki &amp; pendapat orang beda-beda coy. nggak perlu disamain."
330,"timeline lagi rame banget ngomongin soal perempuan yang kerja &amp; soal pasangan yang nikah muda.

kenapa begitu dipeributkan sih? semua kan pilihan. hidup masing-masing ya pilihan masing-masing dong. tidak perlu memaksakan persepsi sendiri ke orang lain."
331,"@tubirfess ngejudge? ibu ibu nyinyir kompleks kamu yang mikirin banget dia punya anak di usia muda/di luar nikah, kali."
332,"dulu pengen banget nikah muda, tapi sekarang kayanya lebih asik ngejar dulu kepuasan sendiri dibanding harus nikah dulu baru ngejar kepuasan sendiri kayanya bakalan ribet deh hahaha"
333,"musim nikah muda, jadi takut :("
334,"@kompascom yg muda - muda biasanya berkelit kalau ditanya kpn nikah, blm mapan, blm punya rmh dll... kawin sih jln truuuuus. 🤭"
335,@nurulfitriyahh yang kerja kaga tapi maunya nikah muda itu? 🙃🙃🙃
336,"ups, tapi ada syaratnya, lho! https://t.co/jk2vbxyl99"
337,"@pirdhakn uas nya tinggal matkul agama, bab nikah isi nya tentang nikah muda, jadi sebelum uas harus uda halal wkwkwkwkkw"
338,@dr_natan78 nikah muda 😂
339,@gabutnyad @askmenfess iya😂brati umur bukan tumpuan jadi atau engga di berita malah ada cowo muda nikah sama nenek nenek kan
340,malu beli kondom apa malu nikah muda karena kejadian?
341,oiya. yg maki rata2 udh pd nikah. ga bahagia kan km sm suami trs akhirnya nyinyir bentuk badanku? sukurin. slh sndiri nikah muda. ga dapet duit buat perawatn dan ga bs diet? bodo amat. aku suka melihat kalian tersiksa gara2 suami kalian.
342,"@askmenfess dikira nikah biayanya dikit , tanggung jawab gede dll, meskipun diriku masi muda tp diliat dr abangku nikah tuh masya allah ribetnya setengah mati , sampe cape dengerin org gede bahas nikahh muluuuiiii :))"
343,"@starla_bae @tubirfess iya, wirda mansur masih jadi panutanq. dia juga bukan tipe yg gempor ""mending nikah daripada pacaran"". dia memprioritaskan dirinya buat cari ilmu sama berbisnis daripada nikah muda."
344,"cowok di masa lalu gue mau melepas masa dudanya (beda 2 thn sih tpi dia nikah muda tpi cerai gtu) dan sekarang dia mau nikah, trus aku ga diundang. apa salahku :( padahal nih klo aku diundang juga ga bakalan nyanyi lagu armada-harusnya aku 😭"
345,"mau nikah cepet ya sana nikah aja sama yg umurnya diatasnya, udah ngumpulin modal. sini mah masih pengen ngumpulin uang buat nyenengin orang tua boro boro kepikiran nikah muda wekekeke"
346,"web series yg paling ditunggu dari kapan tau, yakin nikah season 2. im not kind of ""cewe yg mau nikah muda"". tapi ini bagus bgt cuy, ngena bgt pesen ceritanya."
347,@neli3a @wariman_ yah masa kek gtu. nnti d samperin emak bpknya suruh nikah. masih muda aku 😂
348,"@askmenfess normal kok. 
gak pengen nikah itu bukan suatu hal yang salah dan berdosa. toh yg namanya manusia berhak memilih apa yg dia inginkan. mau nikah muda/nikah tua/nikah lanjut usia/ gak nikah, ya terserah gak ada yang paling benar maupun paling salah."
349,"@askmenfess 15 , soalnya temen gue uda ada yang nikah muda asik"
350,"that's true 👌 dan reply an nya bener semua... cewek itu emg harus punya nilai yg tinggi, i mean independent/ mandiri bisa cari uang sendiri &amp; gak bergantung sama org lain suami / keluarga. sejak muda sebelum nikah itu malah bagus. misal udh kerja mapan / punya bisnis sendiri gtu https://t.co/b5ozpbwe7q"
351,@tubirfess keanya nga deh kan indo punya indonesiatanpapacaran alias pendukung nikah muda daripada menyendiri lebi baik menikah~
352,"liat cewek muda cantik, manis, ayu gendong bayi.

people : duuuhh masih muda ya,udah punya anak pasti nikah muda

me : duuuuh masih muda, pengen deh gendong anak dan ibu nya hehehhe https://t.co/9gflmojjfo"
353,"paling gak suka kalo ada yang nanya ""kapan nikah? itu sepupu kamu umur nya baru 20 thn nikah nya udh mau 2 kali""
please umur gue 22 tahun aja belom. masih pengen nikmatin masa muda dulu. lagian nikah itu cuma sekali seumur hidup! bukan berkali-kali!"
354,"ditanyain tuh sama mama, katanya kapan mau main ke rumah? anak gadisnya belom punya calon suami nih, kesian. padahal kakak kakaknya udah pada nikah loh, kamu ga kasian apa🙁 

aku gapapa ko nikah muda, asal sama kamu.
hahahaha......
#produce_x_101 https://t.co/av3lsbwgq3"
355,"@meroclov kok udah nikah? keliatannya masih muda banget :(( kukira pacaran sama temennya di yutub itu mel :""("
356,"@mzu56 wahh.. nikah muda ya, katanya emg lg musim nikah muda ya d korea wkwk.. amiiin"
357,@itsdionysuss wadidaw jiwaa yyakkk. tp kl masih muda mah emng jgn mikir nikah dulu wkwk
358,"enek sg reti carane urip nek nikah muda? nikah lo, udu kawin."
359,kok kalo orang yang hijrah2 itu cenderung ke nikah muda sih🤔
360,"naaah tapi klo udah brlebihan kita sling ngingetin,
ex. 
nyokap = ""heran deh si x msih muda tapi wktu nikah kyknya blum pernah bahagia suaminya ******""
nah biasany gue jegat nih disini""mi mi mi istigfar udah ckup smpe sini jgn lanjutin inget umi masih pnya anak yang blum nikah."
361,@tanyarlsub kalo aku kenapa pengen nikah muda ya:((
362,liat ini jadi mau nikah muda wkwkkwkwkwk https://t.co/jz7qyqaw0o
363,@dammardam_ lagi hype ya nikah muda
364,kalo kyk gini aku kepikiran sama yang nikah muda
365,"teman temanku pada nikah muda, yawoh."
366,"@askmenfess umur 14an kakel w nikah muda, sama guru mtk dan biologi w"
367,"tahun ini, byk adik sepupu yg memutuskan utk menikah di bawah usia 25 thn. tidak iri. justru salut dan kagum. mereka lbh muda. namun lebih dewasa dan berani mengambil keputusan sekali seumur hidup. dulu, saat saya berusia di bawah 25 th, mikirin nikah aja engga..."
368,"@askmenfess 18 dah dapet, yang nikah adiknya temenku, umurnya lebih muda setahun dari aku, dia dah nikah, tapi aku masih jomblo sampe umur 20 ini"
369,"temen2 seumuran gue udah pada punya anak, nikah muda, gue masih umur 19 taun dan masih rebahan...."
370,"@askmenfess belomm, tmn2 w blm ada yg nikah muda alhamdulillah"
371,hayoooo yg ngebet mau nikah muda. mentalnya uda siap sm yg begini begini? ini baru sebagian kecil doangsi kayaknya;3 https://t.co/unbeklu2qj
372,"itu mereka yang masih muda udah nikah w mau nanyaa...
cara ngumpulin duid gimna sihhhhh?"
373,"👨abang ojek
🤓aku

👨: mas nya udah nikah?
🤓 : blm pak hehehe
👨 : iya msh muda ya. nnti klo cari istri yg bisa diajak susah seneng bareng mas. ada temen2 saya itu mas, dpt jodohnya pas lagi ""di atas"", begitu keuangan gk stabil, akhirnya ya gitu. (dst)
🤓 : hmm gitu ya pak"
374,"@askmenfess udah pas gua umur 15 apa 16 gitu, temen nikah muda"
375,@askmenfess umur 16 temen sendiri karena nikah muda :')
376,"@askmenfess jangankan yg masih pacaran, yg udah nikah juga banyak kok yg gitu. istrinya udah super cantik, pendidikan bagus, kerjaan juga bagus... ehhh masih aja cari yg muda muda..."
377,"minta pendapat dund tentang nikah muda,jelasin ae pendapat nya kenapa gimana dan bla bla — nikah muda mah sebenarnya enak bagi yg udah siap finansial nya maupun jiwanya,karna bisa jauhin diri dari pacaran2 yg mengandung zina,tapi kalo menurut gw sih,gw … https://t.co/mgtybmgylr"
378,"sungjae itu suka sama anak-anak, dan dia pingin nikah muda. tapi karena kesibukannya maka itu akan sulit."
379,"nyesel banget ga bisa nikah muda, tau gitu lulus sd dulu nikah aja"
380,"@askmenfess same here. temenku umur 20th bahkan udah punya anak. kita per individu punya mimpi yg berbeda. ada yang mimpi mau nikah muda &amp; jadi mama muda, ada juga yg lebih milih jadi wanita karir dulu baru nikah. it's up to ourself. you do you, choose whats the best for ur life."
381,sedikit lagi lah bisa jadi orang kayak terus nikah muda
382,"@deanisbla_ sante2 sudah ku anggap sedekah wkwk,dan terlalu lama sendiri lagi ku disuruh nikah muda -_- njir apa enaknya nikah muda:3"
383,@intanorii nikah muda dong
384,nikah muda tu enak banget 😚😋
385,@u2611422 makan tu ye yg suka pen nikah muda stress lu semua ngurus anak
386,menurut lo nikah muda tuh gimana? — nikah itu bukan karena muda/tua.. tapi siap lahir batin/ngga percuma kalo uda cukup umur cuman belom siap nikah https://t.co/w00fqtzecl
387,"@panjiirh jgn nikah muda bgst, ntar aku gaada temen nikah tua"
388,@intanorii pengen nikah muda
389,"@banunfrd jadi?gimana udh ketemu jawabannya?mau gue masukin story nih kalo udh nemu. soalnya jiwa gw runtuh nih, sekeliling banyak org nikah muda"
390,"@fanbasesyg seharusnya kalo ngaji tau dong ada cara lain mengendalikan nafsu, biasa disebut puasa mas.

ah kamu dikit dikit nikah muda"
391,@intanorii aku pengen sblum nikah haji breng mak babe ku dan sukses mapan dimasa muda 👌🏻
392,"sependek pemahaman saya, si sender memposisikan dirinya saat sedang berbicara dengan ’golongan ini’ dan memberi argumen, ”kalau segitu pengennya kalian menghapuskan zina, kenapa dimulai dari nikah muda, bukannya menekan praktik prostitusi?”"
393,@ahtyaan nikah muda ya
394,@intanorii taun depan pengen nikah 😥 biar taun ini kerja dulu cari rezeki buat jajan. walaupun msh muda tp gpp menjauhkan diri dari zina
395,@askmenfess baru hijrah. pengennya nikah muda. botak kyk cilok
396,@dinocaurus msh muda akh gamau nikah:(
397,siapasih yg gapengen nikah muda(?)
398,"satu lagi sih yg nge ganjel dihati
kenapa yah skrng kok aku lihatnya bnyk wanita yg berhijrah tapi bahasan nya tentang jodoh/nikah muda mulu.
yah gak salah sih,aku tau kok niat mereka baik,agar kita tidak berbuat zinah🙃"
399,"@tanyarlsub astaga 22 mah lagi sibuk2 nya karir anjrit. gausah dengerin mamamu plz, lo terlalu muda buat nikah skrg😩 intinya take it easy, masa nya akan dtg nanti. dan satu pagi, lo bukan perawan tua. jing. 22 masih pitik. kl lu tkt diblg perawan tua pas umur 27 mah wajar. sabar ya!💛"
400,"gapapa capek kerja selagi muda, siapa tau udah nikah ngejedog aja dirumah:("
401,lebih enak nikah muda apa nikah tua??
402,pengen nikah muda tapi ga pengen nikah muda
403,"disaat temen-temen gue sibuk ngebucin, sibuk prepare nikah, gue masih sibuk lomba karya tulis ilmiah sana sini. 😭
saya hanya ingin menikmati masa muda saya sebelum lulus kuliah. still in here with my passion🏆 https://t.co/lu2tlhh2eg"
404,"junior suami di kantor tadi nikah, umurnya 24 tahun. ga tau kenapa seneng aja kalo ada yg nikah muda :)"
405,@naufalkhairi @sghiu21 ketuaan pal. lagi musim nikah muda nah. lajulah
406,"@askmenfess trs, katanya istri barunya itu kayak make sesuatu gt deh jd harus nikah sm brondong mulu. sebelumnya dia udah pernah nikah siri jg sm yg lebih muda"
407,"@sghiu21 21/22

nikah muda pokok nya"
408,"@askmenfess aku setuju di bagian nikah, bukan kerjanya.

aku ngabisin masa muda perlu uang buat bersenang senang."
409,"@askmenfess btw gue juga gitu, gamau nikah cepet. tapi bukan ngabisin masa muda sih, gue mau bahagiain diri gue sendiri dan keluarga gue dulu baru kalo udah tuntas gue nikah. bersyukurnya orangtua gue juga gapernah narget gue harus nikah di umur sekian jadi senang wkwkwkwk"
410,"@abelwannabe @kik270799_ keinginan manda: 
a. punya pacar
b. mabok
c. ngerokok
d. nikah muda
.
yang mana nda?"
411,nikah muda ya kalo suami nya ngedukung cita cita gua. kalo nggak kan kecewa juga.
